sku,price_family,community,role_b2b,elasticity_final,elasticity_operative,elasticity_source,price_mean,cost_mean,q_mean,q_total,revenue_total,guardrail_pct,p_min_guardrail,p_max_guardrail
BFGoodrich_Agrícola_Implementos_0021,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1963516601124633,-1.1836012557010578,blended_GAM_adjusted,638.8586356223176,176.40355193133047,135.50296137339055,31572.19,19327690.55,0.1,574.9727720600858,702.7444991845495
Michelin_Camión_Regional_0011,Camión | Regional,Camión_|_Regional_Community_01,Competitive Fighter,-1.0755827511760263,-1.0755827511760263,sku_hierarchical,656.5681858921163,221.32628630705395,64.98195020746888,15660.65,9886916.89,0.1,590.9113673029046,722.2250044813279
Michelin_Coche_Budget_0033,Coche | Budget,Coche_|_Budget_Community_02,Premium Leader,-2.5760921862952078,-2.5268003050751826,blended_GAM_adjusted,97.17581896551724,29.967835344827588,259.39,60178.48,5257241.64,0.15,82.59944612068965,111.75219181034481
Michelin_Coche_Budget_0035,Coche | Budget,Coche_|_Budget_Community_01,Competitive Fighter,-2.495068379750628,-2.688767806041911,blended_GAM_adjusted,99.90078262711864,23.61088220338983,128.84512711864406,30407.45,2825709.84,0.1,89.91070436440678,109.89086088983052
Michelin_Coche_Eco_0015,Coche | Eco,Coche_|_Eco_Community_01,Competitive Fighter,-1.4562057809552733,-1.4009076451809204,blended_GAM_adjusted,180.11170416666667,54.81648833333333,407.084625,97700.31,16936467.06,0.1,162.10053375,198.12287458333336
Michelin_Coche_Eco_0053,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.4700021450690297,-1.4149799365769518,blended_GAM_adjusted,197.21088375,61.60957583333333,181.82141666666664,43637.14,8135221.6,0.15,167.6292511875,226.79251631249997
Michelin_Coche_Eco_0062,Coche | Eco,Coche_|_Eco_Community_02,Premium Leader,-1.5594602366404982,-1.5357703747682874,blended_GAM_adjusted,173.0977569105691,56.76101056910569,504.3339430894309,124066.15,20152291.26,0.15,147.13309337398374,199.06242044715447
Michelin_Coche_Performance_0021,Coche | Performance,Coche_|_Performance_Community_02,Traffic Driver,-1.0085675086428512,-1.0148314806956469,blended_GAM_adjusted,347.9067892116183,113.43353236514524,154.8657676348548,37322.65,12264424.48,0.08,320.0742460746888,375.73933234854775
Michelin_Coche_Performance_0031,Coche | Performance,Coche_|_Performance_Community_01,Traffic Driver,-0.9978885514543722,-0.9978885514543722,sku_hierarchical,369.42765541666665,113.666255,48.63808333333333,11673.14,4146451.56,0.08,339.87344298333335,398.98186785
Michelin_Coche_Touring_0009,Coche | Touring,Coche_|_Touring_Community_01,Premium Leader,-1.878972125889508,-1.943971583126129,blended_GAM_adjusted,168.1879289256198,45.23170165289256,235.69987603305788,57039.37,9040629.8,0.15,142.9597395867768,193.41611826446274
Michelin_Coche_Touring_0035,Coche | Touring,Coche_|_Touring_Community_01,Competitive Fighter,-1.76009520974011,-1.822717128653743,blended_GAM_adjusted,149.34189349593495,45.03308292682927,156.7911788617886,38570.63,5356867.22,0.1,134.40770414634147,164.27608284552846
Michelin_Coche_Touring_0036,Coche | Touring,Coche_|_Touring_Community_02,Competitive Fighter,-1.7787450054814895,-1.8110496160224736,blended_GAM_adjusted,167.3656912,42.5491296,230.97692,57744.23,9107929.88,0.1,150.62912208,184.10226032
Michelin_Coche_Touring_0040,Coche | Touring,Coche_|_Touring_Community_01,Traffic Driver,-1.678904719094442,-1.7399028281951614,blended_GAM_adjusted,175.12079437751004,43.35188795180723,96.34413654618471,23989.69,3910839.37,0.08,161.11113082730924,189.13045792771086
Michelin_Coche_Touring_0056,Coche | Touring,Coche_|_Touring_Community_01,Premium Leader,-1.890309871307176,-1.9555360834521505,blended_GAM_adjusted,169.25439789915967,49.318904201680674,245.06436974789915,58325.32,9212797.32,0.15,143.86623821428572,194.6425575840336
Michelin_Coche_Touring_0072,Coche | Touring,Coche_|_Touring_Community_01,Traffic Driver,-1.7262195980131207,-1.788164004692214,blended_GAM_adjusted,154.66062903225807,44.05419838709677,134.76306451612902,33421.24,4865528.13,0.08,142.28777870967744,167.03347935483873
Michelin_Furgoneta_Reforzado_0026,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,KVI,-1.0507701010899588,-1.0646788476451965,blended_GAM_adjusted,249.62384780701757,56.70116754385965,80.66153508771929,18390.83,4436708.17,0.05,237.14265541666668,262.10504019736845
Michelin_Furgoneta_Reforzado_0027,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Premium Leader,-1.097573332958235,-1.1124181441508385,blended_GAM_adjusted,257.4815870967742,72.48095201612902,346.89665322580646,86030.37,21068614.75,0.15,218.85934903225808,296.10382516129033
Michelin_Furgoneta_Reforzado_0035,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_02,Competitive Fighter,-1.086217413664415,-1.1240707365004792,blended_GAM_adjusted,275.8676092050209,65.348420083682,203.49589958158995,48635.52,12861050.46,0.1,248.28084828451884,303.45437012552304
Michelin_Furgoneta_Reforzado_0039,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.087080337132155,-1.1081635467023296,blended_GAM_adjusted,250.9264132231405,76.27522727272726,164.02533057851238,39694.13,9460233.82,0.1,225.83377190082643,276.01905454545454
Michelin_Furgoneta_Reforzado_0061,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Competitive Fighter,-1.0679687335002137,-1.0822214527036564,blended_GAM_adjusted,258.8223278481013,76.1273641350211,194.22396624472572,46031.08,11484086.89,0.1,232.94009506329115,284.7045606329114
Michelin_Furgoneta_Reforzado_0079,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_02,Premium Leader,-1.170009217054249,-1.2095383759581098,blended_GAM_adjusted,250.83349919028345,68.36246315789474,245.7182995951417,60692.42,14321909.23,0.15,213.20847431174093,288.45852406882597
Michelin_Furgoneta_Standard_0022,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Premium Leader,-1.4032322388963312,-1.4042533736989349,blended_GAM_adjusted,177.18362416666665,60.00745875,273.9317916666667,65743.63,10920782.23,0.15,150.60608054166664,203.76116779166662
Michelin_Furgoneta_Standard_0028,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,KVI,-1.3349586120135644,-1.2942194799062523,blended_GAM_adjusted,173.47006136363638,52.58086909090909,175.44418181818182,38597.72,6311846.12,0.05,164.79655829545456,182.1435644318182
Michelin_Furgoneta_Standard_0055,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Premium Leader,-1.4633404303802715,-1.404962341797151,blended_GAM_adjusted,172.7008256,51.4094864,339.5754,84893.85,14067287.61,0.15,146.79570176,198.60594944
Michelin_Furgoneta_Standard_0067,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Traffic Driver,-1.2860649352764928,-1.2241413367912968,blended_GAM_adjusted,161.78330081632652,59.88758979591837,58.52889795918367,14339.58,2237406.36,0.08,148.8406367510204,174.72596488163265
Michelin_Furgoneta_Standard_0069,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Competitive Fighter,-1.361759807966606,-1.3013501069352122,blended_GAM_adjusted,163.26309958333334,54.17996416666666,345.4555833333333,82909.34,12878431.72,0.1,146.93678962500002,179.5894095416667
Michelin_Industrial_Construcción Pesada_0031,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Competitive Fighter,-0.8763276751323138,-0.8763276751323138,sku_hierarchical,1822.002825630252,552.901144117647,58.39319327731092,13897.58,24512174.78,0.1,1639.8025430672267,2004.2031081932773
Michelin_Industrial_Construcción Pesada_0076,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Competitive Fighter,-0.8605108427616801,-0.8605108427616801,sku_hierarchical,1846.2318841666668,638.3436208333334,55.02341666666667,13205.62,23077207.43,0.1,1661.6086957500002,2030.8550725833336
Michelin_Industrial_Manipulación Ligera_0002,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Traffic Driver,-1.2448877968597174,-1.270789898486804,blended_GAM_adjusted,309.08721072961373,81.46887296137339,127.73669527896996,29762.65,8828210.52,0.08,284.36023387124465,333.8141875879829
Michelin_Industrial_Manipulación Ligera_0016,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Premium Leader,-1.3037943199817357,-1.3308745520712622,blended_GAM_adjusted,309.8113713114754,97.66530081967213,149.9125819672131,36578.67,10771484.72,0.15,263.3396656147541,356.2830770081967
Michelin_Industrial_Manipulación Ligera_0036,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Premium Leader,-1.3087074332418196,-1.3084376107685287,blended_GAM_adjusted,297.6510241666667,91.25443125,222.50875,53402.1,15140931.54,0.15,253.00337054166667,342.29867779166665
Michelin_Industrial_Manipulación Ligera_0069,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.283868341235431,-1.2942636680740427,blended_GAM_adjusted,339.0318670886076,104.91623206751056,248.94443037974685,58999.83,19173952.66,0.1,305.12868037974687,372.9350537974684
Michelin_Industrial_Portuario/Especial_0007,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Traffic Driver,-0.6413939224670568,-0.6413939224670568,sku_hierarchical,5155.139725514403,2401.193654320988,0.6112345679012345,148.53,753459.71,0.08,4742.728547473251,5567.550903555555
Michelin_Industrial_Portuario/Especial_0019,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Competitive Fighter,-0.6848193411912232,-0.6848193411912232,sku_hierarchical,6170.662656118143,2370.0251565400845,1.3221940928270042,313.36,1875341.28,0.1,5553.596390506329,6787.728921729958
Michelin_Industrial_Portuario/Especial_0036,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Traffic Driver,-0.6437978428911529,-0.6437978428911529,sku_hierarchical,5648.818812653061,2512.3468620408166,0.4900408163265306,120.06,660266.09,0.08,5196.913307640817,6100.724317665306
Michelin_Industrial_Portuario/Especial_0037,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Traffic Driver,-0.6014016760972135,-0.6014016760972135,sku_hierarchical,5527.196983261802,2374.6336,0.3564377682403433,83.05,451246.45,0.08,5085.021224600859,5969.372741922747
Michelin_Industrial_Portuario/Especial_0061,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Traffic Driver,-0.6434421886502654,-0.6434421886502654,sku_hierarchical,5152.77132952756,2646.123669685039,0.614251968503937,156.02,783408.87,0.08,4740.549623165355,5564.9930358897645
Michelin_Industrial_Portuario/Especial_0076,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Traffic Driver,-0.6180189287264838,-0.6180189287264838,sku_hierarchical,5864.92118649789,2229.7988278481016,0.2451476793248945,58.1,332331.63,0.08,5395.727491578059,6334.114881417721
Michelin_SUV / 4x4_All Terrain (A/T)_0005,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,Premium Leader,-1.3319667181636488,-1.3010572401384988,blended_GAM_adjusted,347.79747149122807,100.8496105263158,334.9121052631579,76359.96,25223130.08,0.15,295.62785076754386,399.96709221491227
Michelin_SUV / 4x4_All Terrain (A/T)_0013,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Premium Leader,-1.3555601755724265,-1.3329011985406614,blended_GAM_adjusted,368.91717302904567,95.57578215767636,141.05091286307052,33993.27,11820428.77,0.15,313.5795970746888,424.25474898340246
Michelin_SUV / 4x4_All Terrain (A/T)_0043,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,Competitive Fighter,-1.3018337282790735,-1.2630559000742323,blended_GAM_adjusted,347.08648393574293,118.143640562249,230.51108433734944,57397.26,18868550.71,0.1,312.37783554216867,381.79513232931725
Michelin_SUV / 4x4_Highway Terrain (H/T)_0049,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,Competitive Fighter,-1.6105538391469334,-1.6105538391469334,sku_hierarchical,236.04237851239668,69.14558719008265,218.50582644628105,52878.41,11879687.1,0.1,212.438140661157,259.6466163636364
Michelin_SUV / 4x4_Highway Terrain (H/T)_0053,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,Premium Leader,-1.6390627064590284,-1.6390627064590284,sku_hierarchical,241.24603723849373,72.35291213389122,280.79472803347284,67109.94,15523798.57,0.15,205.05913165271966,277.43294282426774
Michelin_SUV / 4x4_Highway Terrain (H/T)_0079,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,Competitive Fighter,-1.5963447620665423,-1.5963447620665423,sku_hierarchical,232.9603681632653,64.1028436734694,172.3221224489796,42218.92,9300218.03,0.1,209.66433134693875,256.2564049795918
Michelin_SUV / 4x4_Mud Terrain (M/T)_0021,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Competitive Fighter,-0.9872321700761802,-0.9872321700761802,sku_hierarchical,369.8711106557377,113.43823524590164,95.21450819672133,23232.34,8172537.19,0.1,332.88399959016397,406.8582217213115
Michelin_SUV / 4x4_Mud Terrain (M/T)_0036,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-1.0005887961844788,-1.0005887961844788,sku_hierarchical,402.2145871794871,123.337352991453,226.0498717948718,52895.67,20503368.82,0.15,341.882399102564,462.54677525641017
Minerva_Agrícola_Implementos_0012,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Premium Leader,-1.2421945049866288,-1.2303609574727066,blended_GAM_adjusted,608.7173798387097,192.361252016129,71.49157258064515,17729.91,10192458.41,0.15,517.4097728629032,700.0249868145161
Minerva_Agrícola_Premium Radial_0055,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Competitive Fighter,-0.7183723116267821,-0.7183723116267821,sku_hierarchical,1620.4397536885244,632.2568479508196,69.86495901639344,17047.05,26732645.08,0.1,1458.395778319672,1782.483729057377
Minerva_Agrícola_Tractor_0023,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,KVI,-0.886638734733735,-0.9534584852935638,blended_GAM_adjusted,1063.350836437247,356.1503708502024,28.38226720647773,7010.42,7242148.13,0.05,1010.1832946153845,1116.5183782591093
Minerva_Agrícola_Tractor_0071,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.9437460047279644,-1.011707900687678,blended_GAM_adjusted,1117.8040729508198,343.4297676229508,59.82327868852459,14596.88,15606091.38,0.1,1006.0236656557378,1229.584480245902
Minerva_Camión_Obras / Mixto_0006,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Traffic Driver,-0.7780854111081597,-0.7780854111081597,sku_hierarchical,702.3285452755906,226.05936929133856,165.14728346456695,41947.41,28648508.57,0.08,646.1422616535434,758.5148288976379
Minerva_Camión_Regional_0021,Camión | Regional,Camión_|_Regional_Community_02,Premium Leader,-1.0912595371374212,-1.1077522819279635,blended_GAM_adjusted,543.3877679999999,175.68901422222223,168.80435555555556,37980.98,19752914.49,0.15,461.87960279999993,624.8959331999998
Minerva_Camión_Regional_0036,Camión | Regional,Camión_|_Regional_Community_01,Traffic Driver,-1.0091568897747665,-1.0091568897747665,sku_hierarchical,610.8522105932203,165.34966779661016,82.2564406779661,19412.52,11448434.48,0.08,561.9840337457628,659.720387440678
Minerva_Coche_Budget_0007,Coche | Budget,Coche_|_Budget_Community_01,Competitive Fighter,-2.5421070853418573,-2.736747285744965,blended_GAM_adjusted,90.11419523809523,33.02967261904762,360.4551984126985,90834.71,7323201.01,0.1,81.10277571428571,99.12561476190477
Minerva_Coche_Budget_0038,Coche | Budget,Coche_|_Budget_Community_03,Competitive Fighter,-2.4942946963442862,-2.5882494140489363,blended_GAM_adjusted,101.68644331983806,29.502062348178136,200.21862348178135,49454.0,4641615.12,0.1,91.51779898785426,111.85508765182188
Minerva_Coche_Budget_0052,Coche | Budget,Coche_|_Budget_Community_02,Premium Leader,-2.557707462751954,-2.508047887061064,blended_GAM_adjusted,95.99537782101169,28.86509571984436,323.94287937743195,83253.32,7161585.15,0.15,81.59607114785993,110.39468449416343
Minerva_Coche_Performance_0000,Coche | Performance,Coche_|_Performance_Community_02,Traffic Driver,-0.9927787667657512,-0.9987269639810048,blended_GAM_adjusted,363.1198516129032,103.4680875,58.886008064516126,14603.73,5091812.15,0.08,334.0702634838709,392.16943974193543
Minerva_Coche_Performance_0077,Coche | Performance,Coche_|_Performance_Community_01,Premium Leader,-1.137415475736654,-1.137415475736654,sku_hierarchical,343.7082453125,95.760466796875,358.2607421875,91714.75,30105718.82,0.15,292.152008515625,395.264482109375
Minerva_Furgoneta_Standard_0014,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Traffic Driver,-1.328043497176411,-1.2669594699292137,blended_GAM_adjusted,191.3441909090909,50.03546126482213,173.1809881422925,43814.79,8062717.44,0.08,176.03665563636363,206.6517261818182
Minerva_Furgoneta_Standard_0074,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Premium Leader,-1.4050185821376988,-1.345474056589727,blended_GAM_adjusted,186.2217854771784,53.9618132780083,153.83892116182574,37075.18,6598325.65,0.15,158.28851765560162,214.15505329875515
Minerva_Industrial_Construcción Pesada_0023,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Traffic Driver,-0.8480286063866724,-0.8480286063866724,sku_hierarchical,1852.8255637860084,602.7667131687243,66.32905349794238,16117.96,29021598.48,0.08,1704.5995186831278,2001.0516088888892
Minerva_Industrial_Construcción Pesada_0055,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Competitive Fighter,-0.8758112953365073,-0.9352067707634016,blended_GAM_adjusted,2000.2705346938776,673.4467220408163,42.27448979591837,10357.25,20010630.67,0.1,1800.2434812244899,2200.2975881632656
Minerva_Industrial_Manipulación Ligera_0047,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,KVI,-1.2477674170046016,-1.2737271110345856,blended_GAM_adjusted,322.8995577235773,83.48656910569106,130.45963414634147,32093.07,9898314.58,0.05,306.7545798373984,339.04453560975617
Minerva_Industrial_Manipulación Ligera_0070,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Traffic Driver,-1.2236586431328351,-1.232849776009395,blended_GAM_adjusted,284.6247348547718,95.37500456431536,242.42165975103737,58423.62,15925418.66,0.08,261.8547560663901,307.3947136431536
Minerva_Industrial_Manipulación Ligera_0075,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Premium Leader,-1.29739901125969,-1.2969030203467569,blended_GAM_adjusted,348.3395,93.96757439024393,230.18731707317076,56626.08,18847885.64,0.15,296.088575,400.590425
Minerva_SUV / 4x4_Highway Terrain (H/T)_0036,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,KVI,-1.5864407413944288,-1.5864407413944288,sku_hierarchical,226.831174501992,56.6184438247012,146.85310756972112,36860.13,7959276.4,0.05,215.48961577689238,238.1727332270916
Minerva_SUV / 4x4_Mud Terrain (M/T)_0000,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-1.0094230018794033,-1.0094230018794033,sku_hierarchical,443.9307372,138.84895319999998,190.00036,47500.09,20304015.61,0.15,377.34112662,510.52034777999995
Minerva_SUV / 4x4_Mud Terrain (M/T)_0020,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,KVI,-0.9343512161278305,-0.9062557107126348,blended_GAM_adjusted,471.6892871900826,140.62280041322313,116.4742561983471,28186.77,12834956.1,0.05,448.1048228305785,495.27375154958673
Minerva_SUV / 4x4_Mud Terrain (M/T)_0037,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Premium Leader,-1.0209467072006109,-0.9945831116068709,blended_GAM_adjusted,401.0448375,111.25131893939394,159.19791666666666,42028.25,16350774.69,0.15,340.888111875,461.201563125
Minerva_SUV / 4x4_Mud Terrain (M/T)_0069,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Competitive Fighter,-0.9606434118857776,-0.9606434118857776,sku_hierarchical,429.7810201754386,135.27079912280703,245.3858771929825,55947.98,23357257.42,0.1,386.80291815789474,472.7591221929825
Nexen_Agrícola_Implementos_0002,Agrícola | Implementos,Agrícola_|_Implementos_Community_01,Premium Leader,-1.2425976542603654,-1.2171607910442428,blended_GAM_adjusted,736.4344500000001,173.730131779661,149.19254237288138,35209.44,24538444.35,0.15,625.9692825000001,846.8996175
Nexen_Agrícola_Implementos_0035,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Traffic Driver,-1.124806172533687,-1.1106248583707063,blended_GAM_adjusted,622.0708321568627,205.06609019607845,139.51913725490195,35577.38,21443153.79,0.08,572.3051655843137,671.8364987294118
Nexen_Agrícola_Implementos_0045,Agrícola | Implementos,Agrícola_|_Implementos_Community_01,Traffic Driver,-1.1171361011035803,-1.089190006824322,blended_GAM_adjusted,625.7913858299595,209.3215643724696,46.760850202429154,11549.93,6960313.48,0.08,575.7280749635628,675.8546966963563
Nexen_Agrícola_Premium Radial_0014,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Premium Leader,-0.7749109045635151,-0.7749109045635151,sku_hierarchical,1822.9881810126583,621.3951008438818,33.9737552742616,8051.78,14238077.57,0.15,1549.5399538607594,2096.4364081645567
Nexen_Agrícola_Premium Radial_0029,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,KVI,-0.7187954176228483,-0.7187954176228483,sku_hierarchical,1751.4839883064517,640.161133467742,56.83911290322581,14096.1,23905229.11,0.05,1663.909788891129,1839.0581877217744
Nexen_Agrícola_Premium Radial_0039,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Traffic Driver,-0.5953311165659768,-0.5953311165659768,sku_hierarchical,1796.3936364016736,570.4899133891213,36.3994560669456,8699.47,15325318.33,0.08,1652.6821454895398,1940.1051273138075
Nexen_Agrícola_Premium Radial_0054,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Traffic Driver,-0.6983548574171586,-0.6983548574171586,sku_hierarchical,1743.4202076,702.8553336,15.04204,3760.51,6372517.55,0.08,1603.946590992,1882.893824208
Nexen_Agrícola_Tractor_0008,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.9405790891861078,-1.008477646834984,blended_GAM_adjusted,1082.9574808,350.0875868,95.4168,23854.2,24814085.44,0.1,974.66173272,1191.25322888
Nexen_Agrícola_Tractor_0042,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Traffic Driver,-0.8706368580219465,-0.9371365710475396,blended_GAM_adjusted,1125.4916360869563,400.0947239130435,20.76195652173913,4775.25,5196381.42,0.08,1035.4523052,1215.5309669739129
Nexen_Agrícola_Tractor_0064,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Traffic Driver,-0.8752570015620439,-0.9418491174584388,blended_GAM_adjusted,1149.6183795833335,351.67226708333334,76.03704166666667,18248.89,20100746.98,0.08,1057.6489092166669,1241.5878499500002
Nexen_Agrícola_Tractor_0078,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Traffic Driver,-0.8769491094223882,-0.9369090942082342,blended_GAM_adjusted,1172.1341402489627,396.5168576763485,76.02485477178423,18321.99,20723875.22,0.08,1078.3634090290457,1265.9048714688797
Nexen_Camión_Long Haul_0003,Camión | Long Haul,Camión_|_Long_Haul_Community_03,KVI,-0.9131065590351276,-0.9131065590351276,sku_hierarchical,680.8244506276151,177.6074481171548,201.86811715481173,48246.48,32058947.11,0.05,646.7832280962343,714.8656731589958
Nexen_Camión_Long Haul_0045,Camión | Long Haul,Camión_|_Long_Haul_Community_01,KVI,-0.8924192053103724,-0.9114617062571504,blended_GAM_adjusted,624.8520124481328,211.3027124481328,160.69850622406636,38728.34,23511831.7,0.05,593.609411825726,656.0946130705395
Nexen_Camión_Long Haul_0070,Camión | Long Haul,Camión_|_Long_Haul_Community_01,Premium Leader,-0.9802690500504126,-1.0010685478919914,blended_GAM_adjusted,697.669106640625,170.56404453125,118.21859375,30263.96,20394429.99,0.15,593.0187406445312,802.3194726367187
Nexen_Camión_Obras / Mixto_0001,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Premium Leader,-0.8479642770504184,-0.8479642770504184,sku_hierarchical,770.1699577405857,229.8940150627615,129.32468619246862,30908.6,23119244.83,0.15,654.6444640794978,885.6954514016735
Nexen_Camión_Obras / Mixto_0069,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Premium Leader,-0.8750117532090683,-0.8750117532090683,sku_hierarchical,737.3116427385892,282.8282813278008,35.14726141078838,8470.49,6033794.8,0.15,626.7148963278008,847.9083891493775
Nexen_Camión_Obras / Mixto_0076,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_02,Traffic Driver,-0.7807052031749637,-0.7807052031749637,sku_hierarchical,785.4428915254236,282.1375563559322,41.43601694915254,9778.9,7458412.16,0.08,722.6074602033898,848.2783228474576
Nexen_Camión_Obras / Mixto_0077,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_01,Traffic Driver,-0.7653635853902976,-0.7653635853902976,sku_hierarchical,758.1326076923076,257.3276724696356,124.09242914979758,30650.83,22514803.22,0.08,697.481999076923,818.7832163076922
Nexen_Camión_Regional_0016,Camión | Regional,Camión_|_Regional_Community_02,Traffic Driver,-0.9315592608861332,-0.94485800015165,blended_GAM_adjusted,602.2814582608696,158.38997565217392,63.76582608695652,14666.14,8564863.26,0.08,554.0989416000001,650.4639749217392
Nexen_Camión_Regional_0057,Camión | Regional,Camión_|_Regional_Community_03,Competitive Fighter,-1.0839596832551712,-1.0351875402577897,blended_GAM_adjusted,638.3710464435146,158.7387472803347,142.76255230125523,34120.25,20855382.83,0.1,574.5339417991631,702.2081510878661
Nexen_Coche_Budget_0004,Coche | Budget,Coche_|_Budget_Community_02,Premium Leader,-2.581029403498345,-2.531836266622383,blended_GAM_adjusted,108.10967307692307,32.212486324786326,190.7092735042735,44625.97,4412242.36,0.15,91.8932221153846,124.32612403846153
Nexen_Coche_Budget_0047,Coche | Budget,Coche_|_Budget_Community_03,Competitive Fighter,-2.5480943036606725,-2.6431250135116504,blended_GAM_adjusted,98.5408658227848,32.157710548523205,451.597341772152,107028.57,9665221.89,0.1,88.68677924050631,108.39495240506328
Nexen_Coche_Eco_0051,Coche | Eco,Coche_|_Eco_Community_01,Competitive Fighter,-1.4215235577605512,-1.365531777522304,blended_GAM_adjusted,165.85284291666667,48.5729675,290.4942916666667,69718.63,11007272.03,0.1,149.26755862500002,182.43812720833336
Nexen_Coche_Eco_0060,Coche | Eco,Coche_|_Eco_Community_01,KVI,-1.4176843974572604,-1.3616158340129474,blended_GAM_adjusted,200.8724024489796,49.672066122448975,217.73469387755105,53345.0,10118084.85,0.05,190.82878232653061,210.9160225714286
Nexen_Coche_Eco_0067,Coche | Eco,Coche_|_Eco_Community_02,Traffic Driver,-1.3951523539098185,-1.368176334382994,blended_GAM_adjusted,201.42181673469383,59.41618163265306,185.3617959183673,45413.64,8751034.68,0.08,185.30807139591835,217.53556207346935
